"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1895262583877443644","Thu Feb 27 23:59:46 +0000 2025","1","Dari semua efisiensi &amp; untik danantara katanya Ternyata ada pemotongan ke sini juga, alasannya apa? Gajelas Mungkin klo pak @prabowo selama ini ngasih efisiensi, dengan alasan yang jelas, tujuan yg jelas, bisa kita pahamin Plis... alasan untuk MBG/danantara, bullshit ga sih..","1895262583877443644","","","in","","0","2","0","https://x.com/ArifLaksonoU/status/1895262583877443644","1378908434","ArifLaksonoU"
"1895261978236727759","Thu Feb 27 23:57:22 +0000 2025","0","Makan Bergizi Gratis merupakan harapan bagi anak-anak Papua
apa kalian tidak tau itu ???? https://t.co/VzD66hWSPp","1895261978236727759","https://pbs.twimg.com/media/Gk1Siy6aoAALAix.jpg","","in","","0","1","0","https://x.com/YukiKogoya/status/1895261978236727759","1431051245070950402","YukiKogoya"
"1894922822633562276","Thu Feb 27 23:56:38 +0000 2025","1","@totopethul2 @uyoktweet MBG bermasalah kak jgn lupa","1895261792793928189","","totopethul2","in","","0","1","0","https://x.com/xxxtyyu/status/1895261792793928189","1530652466894995456","xxxtyyu"
"1894751595549933896","Thu Feb 27 23:53:56 +0000 2025","0","@brigitta_hadid MBG ga bisa menyumbat, porsinya kurang soalnya wkwkwk","1895261115787207043","","brigitta_hadid","in","","0","1","0","https://x.com/siap_disantap/status/1895261115787207043","1515875598396436480","siap_disantap"
"1895260920672366923","Thu Feb 27 23:53:10 +0000 2025","0","Makan bergizi gratis untuk fondasi masa depan kitorang, kalian stop demo demo, kalau tidak mau ya sudah tidak usah makan, https://t.co/qOl6z6qVEF","1895260920672366923","https://pbs.twimg.com/media/Gk1RhqJWIAA0Qkc.jpg","","in","","0","0","0","https://x.com/YukiKogoya/status/1895260920672366923","1431051245070950402","YukiKogoya"
"1894985823923446163","Thu Feb 27 23:49:37 +0000 2025","0","@tempodotco mending gw bantu lewat lembaga NGO ngapain lewat pemerintah, gak ngaca dari baznas yang malah dibuat MBG","1895260028065788224","","tempodotco","in","","0","0","0","https://x.com/jannahseeker99/status/1895260028065788224","1600015543062659072","jannahseeker99"
"1895115147150270892","Thu Feb 27 23:47:43 +0000 2025","0","@berlianidris @prabowo MBG=Makan Bau Gratis
#IndonesiaGelap","1895259548749123829","","berlianidris","in","","0","0","1","https://x.com/A73721Adik/status/1895259548749123829","1886744522153189376","A73721Adik"
"1895106505848037753","Thu Feb 27 23:45:38 +0000 2025","0","@NurahmatSandi @retnosetyow4t @Jateng_Twit Biarpun ayah ibu gak kerja yg penting anak dapat MBG 🤣🤣🤣","1895259026000355708","","NurahmatSandi","in","","0","0","0","https://x.com/AbdulMl88519656/status/1895259026000355708","898184459056406528","AbdulMl88519656"
"1895115147150270892","Thu Feb 27 23:40:58 +0000 2025","0","@berlianidris @prabowo Ini program bancaan dia loh dok .. ini lah program pencucian uang dia .. apa lagi kalo bukan MBG ini ? Potong kuping saya kalo Indonesia bakal aman keuangan nya Dari korupsi selama program MBG Ini .. halah halah ...","1895257850613768340","","berlianidris","in","","0","0","0","https://x.com/BukhariSiregar/status/1895257850613768340","2244458406","BukhariSiregar"
"1895115147150270892","Thu Feb 27 23:36:47 +0000 2025","3","@berlianidris @prabowo Kasih kerjaan kepada ortu siswa yang layak biar bisa makan sesuai standar pemerintah bukan ksh MBG kalau emg tidak bisa menjalankan sesuai standar kenapa harus dipaksakan toh anak"" ini mengatakan sesuai fakta 😕😕😕","1895256799030452270","","berlianidris","in","","0","0","0","https://x.com/GugaiSendiri/status/1895256799030452270","1568934026555314177","GugaiSendiri"
"1895102782920892493","Thu Feb 27 23:34:17 +0000 2025","0","@delicateshera Itulah pentingnya MAKAN BERGIZI GRATIS","1895256169612222484","","delicateshera","in","","0","0","0","https://x.com/undefined/status/1895256169612222484","1638513057969106944",
