"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1906394034979196928","Sun Mar 30 23:57:18 +0000 2025","0","@LeonPriceleon48 Warga tak perlu cemas, Presiden punya solusi agar program MBG jalan meski banjir menerpa","1906495984043163656","","LeonPriceleon48","in","","0","0","0","https://x.com/rizky_muhamad3/status/1906495984043163656","1702588250416967680","rizky_muhamad3"
"1906394314026148203","Sun Mar 30 23:54:22 +0000 2025","0","@hexagrap_id Daerah terdampak banjir jangan khawatir, presiden pastikan MBG tetep nyampe","1906495246659404057","","hexagrap_id","in","","0","0","0","https://x.com/sada_zayana/status/1906495246659404057","1696067555230941184","sada_zayana"
"1906083944417620460","Sun Mar 30 23:52:31 +0000 2025","0","@dingtonpa @txtdrimedia MBG ya bang? Maraton Boruto Gitu","1906494782370918759","","dingtonpa","in","","0","0","0","https://x.com/Ranggasiapasi/status/1906494782370918759","1495972984661868545","Ranggasiapasi"
"1906394314026148203","Sun Mar 30 23:51:27 +0000 2025","0","@hexagrap_id Arahan presiden pastikan program MBG tetap mengalir ke wilayah banjir","1906494511418880108","","hexagrap_id","in","","0","0","0","https://x.com/sehriz_sahmeza/status/1906494511418880108","1696366254637162496","sehriz_sahmeza"
"1906494334230577600","Sun Mar 30 23:50:44 +0000 2025","0","""Kesatuan adat di Papua Barat Daya bersatu mendukung makan bergizi gratis. Kita niatkan untuk #GenerasiPapuaTumbuhSehat!"" https://t.co/PnuMzqAzNB","1906494334230577600","https://pbs.twimg.com/media/GnU6er8b0AAI5RO.jpg","","in","","0","0","0","https://x.com/Gawoxnlee/status/1906494334230577600","979754853302857729","Gawoxnlee"
"1906394034979196928","Sun Mar 30 23:47:05 +0000 2025","0","@LeonPriceleon48 Meski tantangan besar dari banjir, Presiden pastikan MBG terus dinikmati oleh semua publik","1906493415355007364","","LeonPriceleon48","in","","0","0","0","https://x.com/xanana_saputra/status/1906493415355007364","1702179285904265217","xanana_saputra"
"1906394314026148203","Sun Mar 30 23:46:50 +0000 2025","0","@hexagrap_id Wilayah banjir tak jadi halangan bagi Presiden jalankan program MBG","1906493349223424023","","hexagrap_id","in","","0","0","0","https://x.com/rustam_mhmd/status/1906493349223424023","1696016342892380160","rustam_mhmd"
"1906493296756793826","Sun Mar 30 23:46:37 +0000 2025","0","Ah bohong banget ini, kan antek asing sangat kagum dengan program MBG dan ingin sekali belajar dari suksesnya program Indonesia yg satu ini
🤭","1906493296756793826","","","in","","0","0","0","https://x.com/tsumerizu/status/1906493296756793826","14896176","tsumerizu"
"1906394034979196928","Sun Mar 30 23:46:13 +0000 2025","0","@LeonPriceleon48 Presiden katakan walaupun ada banjir, MBG tetap lanjut","1906493196827586760","","LeonPriceleon48","in","","0","0","0","https://x.com/devani_arsyila/status/1906493196827586760","1694933987570135041","devani_arsyila"
"1906394034979196928","Sun Mar 30 23:45:47 +0000 2025","0","@LeonPriceleon48 Tak peduli banjir, program MBG tetap disalurkan atas arahan presiden","1906493088375427128","","LeonPriceleon48","in","","0","0","0","https://x.com/mekar_sari9/status/1906493088375427128","1686668953215754240","mekar_sari9"
"1906394314026148203","Sun Mar 30 23:44:12 +0000 2025","0","@hexagrap_id Di balik banjir, presiden pastikan distribusi MBG tidak terhenti","1906492689702597068","","hexagrap_id","in","","0","0","0","https://x.com/isaura_aylin/status/1906492689702597068","1684476753820229632","isaura_aylin"
"1906356488815407127","Sun Mar 30 23:42:44 +0000 2025","1","@ajinomongapain @Falkenhaynz SORRY YEEEE🕌🙏 Maafkan diri ini bila belum setransparan pembuatan RUU TNI🪖✋ Mash banyak salah seperti pendirian Danantara💱✍️ Acap berkata kasar dan mengucapkan Ndasmu😡😭 Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis🍲🥖","1906492320377348606","","sunajisuna","in","","0","1","0","https://x.com/belukutukt/status/1906492320377348606","1000877021017260032","belukutukt"
"1906490951490789530","Sun Mar 30 23:41:41 +0000 2025","0","@athearss SORRY YEEEE 🕌🙏 Maafkan diri ini bila belum setransparan pembuatan RUU TNI 🪖✋ Masih banyak salah seperti pendirian Danantara ¥¥✍️ Acap berkata kasar dan mengucapkan Ndasmuu 😡😭 Teriring salam dan kehangatan yang dapat memenuhi raga seperti Makan Bergizi Gratis 🍜🥖","1906492056471736800","","athearss","in","","0","1","0","https://x.com/kittendfuzz/status/1906492056471736800","1203390308869758976","kittendfuzz"
"1906394034979196928","Sun Mar 30 23:40:23 +0000 2025","0","@LeonPriceleon48 Dampak banjir nggak jadi penghalang buat distribusi MBG kata presiden","1906491726313013653","","LeonPriceleon48","in","","0","0","0","https://x.com/denny_rmdn04/status/1906491726313013653","1702606629332766720","denny_rmdn04"
"1906394314026148203","Sun Mar 30 23:36:21 +0000 2025","0","@hexagrap_id Presiden yakinkan masyarakat, program MBG tetap ada di saat banjir","1906490713027825694","","hexagrap_id","in","","0","0","0","https://x.com/paiman_smsir2/status/1906490713027825694","1702532074824220672","paiman_smsir2"
"1906394034979196928","Sun Mar 30 23:36:09 +0000 2025","0","@LeonPriceleon48 Presiden dan program MBG satu visi, terus alirkan bantuan ke wilayah banjir","1906490661525979625","","LeonPriceleon48","in","","0","0","0","https://x.com/melikum_r/status/1906490661525979625","1694569068941209600","melikum_r"
"1906490428305908056","Sun Mar 30 23:35:13 +0000 2025","0","""Kolaborasi adat untuk nutrisi: Lembaga Masyarakat Adat Papua Barat Daya dukung program makan bergizi gratis. #GenerasiPapuaTumbuhSehat"" https://t.co/ScHh48clnH","1906490428305908056","https://pbs.twimg.com/media/GnU273da8AErz2z.jpg","","in","","0","0","0","https://x.com/Rosmne/status/1906490428305908056","726087845597712385","Rosmne"
"1905998168514601400","Sun Mar 30 23:34:38 +0000 2025","0","@MariaAlkaff_ Gini bilang banyak yg mau belajar dari RI urusan MBG. Inggris aja tahun 2022 kemarin pengen stop program free school mealsnya yg udh berjalan lebih dari puluhan tahun.","1906490279986872791","","MariaAlkaff_","in","","0","0","0","https://x.com/Carvedilol23/status/1906490279986872791","1128421675697983488","Carvedilol23"
"1906490083542511722","Sun Mar 30 23:33:51 +0000 2025","10","Gamau, karena ini semua salah pemerintah. Jeleknya passport indonesia akan selalu gue bahas, toh bukan menjelkan personal nya carmen. Negara lain ya urusan mereka. Ini juga himbauan biar pemerintah “SADAR” banyak yang harus dibenahi ga cuma MBG itu :)","1906490083542511722","","","in","","0","1","1","https://x.com/feflamerss/status/1906490083542511722","2284946737","feflamerss"
"1906489999476080670","Sun Mar 30 23:33:31 +0000 2025","0","""Dari adat untuk masa depan: Masyarakat Adat Papua Barat Daya dukung makan bergizi gratis. #GenerasiPapuaTumbuhSehat"" https://t.co/LqmspI5IBd","1906489999476080670","https://pbs.twimg.com/media/GnU2i7IaIAAtSRZ.jpg","","in","","0","0","0","https://x.com/usnicorns/status/1906489999476080670","763785104196075520","usnicorns"
"1906489938826412156","Sun Mar 30 23:33:16 +0000 2025","0","""Makan bergizi gratis dan dukungan adat, formula sukses untuk #GenerasiPapuaTumbuhSehat dari Papua Barat Daya."" https://t.co/jHCa6ZD49c","1906489938826412156","https://pbs.twimg.com/media/GnU2fUeawAA_mBN.jpg","","in","","0","0","0","https://x.com/arcgentina/status/1906489938826412156","934886702803505152","arcgentina"
"1906394034979196928","Sun Mar 30 23:31:56 +0000 2025","0","@LeonPriceleon48 Program MBG di bawah Presiden tak terhenti meski banjir datang","1906489603223437655","","LeonPriceleon48","in","","0","0","0","https://x.com/uzma_fakhru/status/1906489603223437655","1684874138706759680","uzma_fakhru"
"1906394034979196928","Sun Mar 30 23:31:35 +0000 2025","0","@LeonPriceleon48 Pasti terdistribusi, Presiden yakini program MBG selalu sampai ke wilayah terdampak banjir","1906489512316047442","","LeonPriceleon48","in","","0","0","0","https://x.com/yoga_prtama1/status/1906489512316047442","1686997079418347520","yoga_prtama1"
"1906394034979196928","Sun Mar 30 23:31:33 +0000 2025","0","@LeonPriceleon48 Program MBG terus mengalir meski banjir, semua berkat aksi cepat presiden","1906489505156403424","","LeonPriceleon48","in","","0","0","0","https://x.com/siti_nrhyti14/status/1906489505156403424","1843863522054418436","siti_nrhyti14"
"1906394314026148203","Sun Mar 30 23:29:53 +0000 2025","0","@hexagrap_id Presiden turun tangan pastikan program MBG tetap ada buat wilayah yang dilanda banjir","1906489084559909374","","hexagrap_id","in","","0","0","0","https://x.com/sofia_viara98/status/1906489084559909374","1702570071305109504","sofia_viara98"
"1905591227250343970","Sun Mar 30 23:29:19 +0000 2025","0","@hnirankara @prabowo Istighfar, Pak @prabowo. Lupakan MBG, standarisasi gaji guru dulu.","1906488942771486948","","ParadoksLogika","in","","0","0","0","https://x.com/wolveast/status/1906488942771486948","736482378185478144","wolveast"
"1906394314026148203","Sun Mar 30 23:29:17 +0000 2025","0","@hexagrap_id Presiden ingin pastikan, meski banjir, program MBG tak terhalang bagi semua wilayah terdampak","1906488934462583018","","hexagrap_id","in","","0","0","0","https://x.com/Hidayatcahyo2/status/1906488934462583018","1542901633062907904","Hidayatcahyo2"
"1906394034979196928","Sun Mar 30 23:27:47 +0000 2025","0","@LeonPriceleon48 Daya juang presiden, pastikan program MBG rampung di tengah banjir menghadang","1906488556010549582","","LeonPriceleon48","in","","0","0","0","https://x.com/zakaria_abdul3/status/1906488556010549582","1696051880991055872","zakaria_abdul3"
